paper_id	item_type	content_kind	pdf_path	pdf_sha256	filename	title_query	resolved_title	authors	year	venue	doi	semantic_scholar_paper_id	match_confidence	match_status	bibtex_type	canonical_url	bibtex_key	text_path	chunk_path	abstract_source	date_indexed	notes
sha256-e02a800f9e01c2b7	article	pdf_backed	articles/SMC/Uhlmann - Mol Cell 2020 - A Structure-Based Mechanism for DNA Entry into the Cohesin Ring.pdf	e02a800f9e01c2b7111e012bce3c665583a62ec1601f373a30101e6ec602ff24	Uhlmann - Mol Cell 2020 - A Structure-Based Mechanism for DNA Entry into the Cohesin Ring.pdf	A Structure-Based Mechanism for DNA Entry into the Cohesin Ring	A Structure-Based Mechanism for DNA Entry into the Cohesin Ring	Torahiko L. Higashi, Patrik Eickhoff, Joana S. Sousa, Julia Locke, Andrea Nans, Helen R. Flynn, Ambrosius P. Snijders, George Papageorgiou, Nicola O’Reilly, Zhuo A. Chen, Francis J. O’Reilly, Juri Rappsilber, Alessandro Costa, Frank Uhlmann	2020	Molecular Cell	10.1016/j.molcel.2020.07.013	d8d4499009b55daf7c38b7ca93d4400216e90681	1.0	matched_via_doi	article	https://doi.org/10.1016/j.molcel.2020.07.013	higashi2020ring	paper_index/text/sha256-e02a800f9e01c2b7.txt	paper_index/chunks/sha256-e02a800f9e01c2b7.jsonl	semantic_scholar	2026-04-17T03:23:23.846888+00:00	
sha256-6bba04e147bcc6e3	article	pdf_backed	articles/SMC/Uphoff - Elife 2017 - Scc2-Nipbl hops between chromosomal cohesin rings after loading.pdf	6bba04e147bcc6e331c0dc92139d576105190437bccffb9e0d27d0a043c6ad7b	Uphoff - Elife 2017 - Scc2-Nipbl hops between chromosomal cohesin rings after loading.pdf	Scc2-Nipbl hops between chromosomal cohesin rings after loading	Scc2/Nipbl hops between chromosomal cohesin rings after loading	James Rhodes, Davide Mazza, Kim Nasmyth, Stephan Uphoff	2017	eLife	10.7554/elife.30000	4932230452ad0b703afea1e59235410d84225ada	1.0	matched_via_doi	article	https://doi.org/10.7554/elife.30000	rhodes2017scc2	paper_index/text/sha256-6bba04e147bcc6e3.txt	paper_index/chunks/sha256-6bba04e147bcc6e3.jsonl	semantic_scholar	2026-04-17T03:23:25.089622+00:00	
sha256-a3839fe22bd91de2	article	pdf_backed	articles/SMC/Yu - Science 2019 - Human cohesin compacts DNA by loop extrusion.pdf	a3839fe22bd91de2b2c801a84268f59c0047112d39d2895208f68cc6bfeeb432	Yu - Science 2019 - Human cohesin compacts DNA by loop extrusion.pdf	Human cohesin compacts DNA by loop extrusion	Human cohesin compacts DNA by loop extrusion	Yoori Kim, Zhubing Shi, Hongshan Zhang, I. Finkelstein, Hongtao Yu	2019	Science	10.1126/science.aaz4475	0274cf694cf9e9b6a86e857433d0eb25182bdba0	1.0	matched	article	https://www.semanticscholar.org/paper/0274cf694cf9e9b6a86e857433d0eb25182bdba0	kim2019loop	paper_index/text/sha256-a3839fe22bd91de2.txt	paper_index/chunks/sha256-a3839fe22bd91de2.jsonl	semantic_scholar	2026-04-17T03:23:26.494963+00:00	
sha256-7c1a0ef5de02c8a8	article	pdf_backed	articles/SMC/Yu - Science 2020 - Cryo-EM structure of the human cohesin-NIPBL-DNA complex.pdf	7c1a0ef5de02c8a826c49e16c264e1ffc1ce8e77c9b2a25d8a4ded2f05e3ef2c	Yu - Science 2020 - Cryo-EM structure of the human cohesin-NIPBL-DNA complex.pdf	Cryo-EM structure of the human cohesin-NIPBL-DNA complex	Cryo-EM structure of the human cohesin-NIPBL-DNA complex	Zhubing Shi, Haishan Gao, X. Bai, Hongtao Yu	2020	Science	10.1126/science.abb0981	6603896711b5bbe90fc0ecf6ca32db60fc0d8f17	1.0	matched	article	https://www.semanticscholar.org/paper/6603896711b5bbe90fc0ecf6ca32db60fc0d8f17	shi2020nipbl	paper_index/text/sha256-7c1a0ef5de02c8a8.txt	paper_index/chunks/sha256-7c1a0ef5de02c8a8.jsonl	semantic_scholar	2026-04-17T03:23:28.241055+00:00	
sha256-d21c375742ba0a05	article	pdf_backed	articles/SMC_mechanism/Dekker 2022 CellRep - SMC complexes can traverse physical roadblocks bigger than their ring size.pdf	d21c375742ba0a05ba64074a3731ade3874beece99fe6dc1e44ff1f3453e49af	Dekker 2022 CellRep - SMC complexes can traverse physical roadblocks bigger than their ring size.pdf	SMC complexes can traverse physical roadblocks bigger than their ring size	SMC complexes can traverse physical roadblocks bigger than their ring size	Biswajit Pradhan, Roman Barth, Eugene Kim, Iain F. Davidson, Benedikt Bauer, Theo van Laar, Wayne Yang, Je-Kyung Ryu, Jaco van der Torre, Jan-Michael Peters, Cees Dekker	2022	Cell Reports	10.1016/j.celrep.2022.111491	dc34e9410496a09dcae2c83edc535128358c761c	1.0	matched_via_doi	article	https://doi.org/10.1016/j.celrep.2022.111491	pradhan2022their	paper_index/text/sha256-d21c375742ba0a05.txt	paper_index/chunks/sha256-d21c375742ba0a05.jsonl	semantic_scholar	2026-04-17T03:23:29.486389+00:00	year_hint_mismatch:2022!=2021
sha256-a570a2ad9d076ea6	article	pdf_backed	articles/SMC_mechanism/Dekker 2023 SciRep - Testing pseudotopological and nontopological models for SMC-driven DNA loop extrusion against roadblock-traversal experiments.pdf	a570a2ad9d076ea6793310de58f8bffcf99b4d94a0fb2cc1059775c54419262f	Dekker 2023 SciRep - Testing pseudotopological and nontopological models for SMC-driven DNA loop extrusion against roadblock-traversal experiments.pdf	Testing pseudotopological and nontopological models for SMC-driven DNA loop extrusion against roadblock-traversal experiments	Testing pseudotopological and nontopological models for SMC-driven DNA loop extrusion against roadblock-traversal experiments	Roman Barth, Biswajit Pradhan, Eugene Kim, I. Davidson, Jaco van der Torre, J. Peters, C. Dekker	2023	Scientific Reports	10.1038/s41598-023-35359-2	29f423983568cbc67fb41ba789a074ee9ae5e774	1.0	matched	article	https://www.semanticscholar.org/paper/29f423983568cbc67fb41ba789a074ee9ae5e774	barth2023experiments	paper_index/text/sha256-a570a2ad9d076ea6.txt	paper_index/chunks/sha256-a570a2ad9d076ea6.jsonl	semantic_scholar	2026-04-17T03:23:33.050998+00:00	
sha256-c586f08fda9ffa5e	article	pdf_backed	articles/SMC_mechanism/Dekker 2023 Science - How do molecular motors fold the genome.pdf	c586f08fda9ffa5e12d27a93146dffcc6e7e0c6d9a2a679ebd4feb612cfd6280	Dekker 2023 Science - How do molecular motors fold the genome.pdf	How do molecular motors fold the genome	How do molecular motors fold the genome?	Cees Dekker, Christian H. Haering, Jan-Michael Peters, Benjamin D. Rowland	2023	Science	10.1126/science.adi8308	b76bc46828b52ebd2b372170600a1c262a66459d	1.0	matched_via_doi	article	https://doi.org/10.1126/science.adi8308	dekker2023genome	paper_index/text/sha256-c586f08fda9ffa5e.txt	paper_index/chunks/sha256-c586f08fda9ffa5e.jsonl	semantic_scholar	2026-04-17T03:23:34.361883+00:00	
sha256-e2aa9ea82c635d55	article	pdf_backed	articles/SMC_mechanism/Haering 2022 Science - Hold-and-feed_mechanism_condensin.pdf	e2aa9ea82c635d55e91d86608b6768d0dd9048a0e2e39a639775b45ede0993f5	Haering 2022 Science - Hold-and-feed_mechanism_condensin.pdf	A hold and feed mechanism drives directional DNA loop extrusion by condensin	A hold-and-feed mechanism drives directional DNA loop extrusion by condensin	Indra A. Shaltiel, Sumanjit Datta, Lea Lecomte, Markus Hassler, Marc Kschonsak, Sol Bravo, Catherine Stober, Jenny Ormanns, Sebastian Eustermann, Christian H. Haering	2022	Science	10.1126/science.abm4012	c285f287d71b145641a0749bf4c045f75dc5343e	1.0	manual_verified	article	https://www.science.org/doi/10.1126/science.abm4012	shaltiel2022dna	paper_index/text/sha256-e2aa9ea82c635d55.txt	paper_index/chunks/sha256-e2aa9ea82c635d55.jsonl	semantic_scholar	2026-04-17T05:18:12.443063+00:00	year_hint_mismatch:2022!=2021 | venue_hint_mismatch:science!=biorxiv | verified against Science article page; replaces preprint year mismatch
sha256-94b5feed78ec07bb	article	pdf_backed	articles/SMC_mechanism/Kaur 2023 JBiolChem - High-speed AFM imaging reveals DNA capture and loop extrusion dynamics by cohesin-NIPBL.pdf	94b5feed78ec07bbf441c8a094083ccb58d8ff16d80e1c0bf7b4d9c876a39b1c	Kaur 2023 JBiolChem - High-speed AFM imaging reveals DNA capture and loop extrusion dynamics by cohesin-NIPBL.pdf	High-speed AFM imaging reveals DNA capture and loop extrusion dynamics by cohesin-NIPBL	High-speed AFM imaging reveals DNA capture and loop extrusion dynamics by cohesin-NIPBL	Parminder Kaur, Xiaotong Lu, Qi Xu, Elizabeth Marie Irvin, Colette Pappas, Hongshan Zhang, Ilya J. Finkelstein, Zhubing Shi, Yizhi Jane Tao, Hongtao Yu, Hong Wang	2023	Journal of Biological Chemistry	10.1016/j.jbc.2023.105296	00ce4ecee5b1958d92234671a7b4d46b82a93804	1.0	matched_via_doi	article	https://doi.org/10.1016/j.jbc.2023.105296	kaur2023afm	paper_index/text/sha256-94b5feed78ec07bb.txt	paper_index/chunks/sha256-94b5feed78ec07bb.jsonl	semantic_scholar	2026-04-17T03:23:38.095171+00:00	
sha256-9e9e63904f5e36db	article	pdf_backed	articles/SMC_mechanism/Roca 2023 EMOBOJ - Condensin pinches a short negatively supercoiled DNA loop during each round of ATP usage.pdf	9e9e63904f5e36db16f1fdb6e906359c5ea1cb1cbe000dd1920891420c3174a1	Roca 2023 EMOBOJ - Condensin pinches a short negatively supercoiled DNA loop during each round of ATP usage.pdf	Condensin pinches a short negatively supercoiled DNA loop during each round of ATP usage	"Condensin pinches a short negatively supercoiled
                    <scp>DNA</scp>
                    loop during each round of
                    <scp>ATP</scp>
                    usage"	Belén Martínez‐García, Sílvia Dyson, Joana Segura, Alba Ayats, Erin E Cutts, Pilar Gutierrez‐Escribano, Luís Aragón, Joaquim Roca	2023	The EMBO Journal	10.15252/embj.2022111913	0c84eedd3f5ba079dc7218218a5c02cf41b72a2f	1.0	matched_via_doi	article	https://doi.org/10.15252/embj.2022111913	martnezgarca2023during	paper_index/text/sha256-9e9e63904f5e36db.txt	paper_index/chunks/sha256-9e9e63904f5e36db.jsonl	semantic_scholar	2026-04-17T03:23:39.155521+00:00	year_hint_mismatch:2023!=2022
sha256-ce0c5cd9c5788350	article	pdf_backed	articles/TF-DNA_interactions/Barkai 2023 MolCell - Complementary strategies for directing in vivo transcription factor binding through DNA binding domains and intrinsically disordered regions.pdf	ce0c5cd9c5788350527795e064ec8801dd36d83b1e77fa818762a973b0c54e5d	Barkai 2023 MolCell - Complementary strategies for directing in vivo transcription factor binding through DNA binding domains and intrinsically disordered regions.pdf	Complementary strategies for directing in vivo transcription factor binding through DNA binding domains and intrinsically disordered regions	Complementary strategies for directing in vivo transcription factor binding through DNA binding domains and intrinsically disordered regions	Divya Krishna Kumar, Felix Jonas, Tamar Jana, Sagie Brodsky, Miri Carmi, Naama Barkai	2023	Molecular Cell	10.1016/j.molcel.2023.04.002	8872c9716d9eda27dfcab92fdaeb9ee568925b51	1.0	matched_via_doi	article	https://doi.org/10.1016/j.molcel.2023.04.002	kumar2023complementary	paper_index/text/sha256-ce0c5cd9c5788350.txt	paper_index/chunks/sha256-ce0c5cd9c5788350.jsonl	semantic_scholar	2026-04-17T03:23:41.265875+00:00	
sha256-76df2b00a46a77c8	article	pdf_backed	articles/TF-DNA_interactions/Bussemaker 2022 NatBiotec - Prediction of protein–ligand binding affinity from sequencing data with interpretable machine learning.pdf	76df2b00a46a77c804cafd81e69a002f9b4411709c0b8c9676e4066b973522bc	Bussemaker 2022 NatBiotec - Prediction of protein–ligand binding affinity from sequencing data with interpretable machine learning.pdf	Prediction of protein–ligand binding affinity from sequencing data with interpretable machine learning	Prediction of protein–ligand binding affinity from sequencing data with interpretable machine learning	H. Tomas Rube, Chaitanya Rastogi, Siqian Feng, Judith F. Kribelbauer, Allyson Li, Basheer Becerra, Lucas A. N. Melo, Bach Viet Do, Xiaoting Li, Hammaad H. Adam, Neel H. Shah, Richard S. Mann, Harmen J. Bussemaker	2022	Nature Biotechnology	10.1038/s41587-022-01307-0	2d2460fbe8306c4c2cdae3d027b93812db4821e8	1.0	matched_via_doi	article	https://doi.org/10.1038/s41587-022-01307-0	rube2022learning	paper_index/text/sha256-76df2b00a46a77c8.txt	paper_index/chunks/sha256-76df2b00a46a77c8.jsonl	semantic_scholar	2026-04-17T03:23:42.660607+00:00	
sha256-065307d82063746a	article	pdf_backed	articles/TF-DNA_interactions/Mann 2019 AnnuRevCellDevBiol - Low-Affinity Binding Sites and the Transcription Factor Specificity Paradox in Eukaryotes.pdf	065307d82063746a1b0284ab4e8a496ee87605000c1e5834f5e7377eaebe7cfb	Mann 2019 AnnuRevCellDevBiol - Low-Affinity Binding Sites and the Transcription Factor Specificity Paradox in Eukaryotes.pdf	Low-Affinity Binding Sites and the Transcription Factor Specificity Paradox in Eukaryotes	Low-Affinity Binding Sites and the Transcription Factor Specificity Paradox in Eukaryotes.	J. Kribelbauer, Chaitanya Rastogi, H. Bussemaker, Richard S. Mann	2019	Annual review of cell and developmental biology	10.1146/annurev-cellbio-100617-062719	20088eac4e57d28def77cbf39798e2ed639e2f2a	1.0	matched	article	https://www.semanticscholar.org/paper/20088eac4e57d28def77cbf39798e2ed639e2f2a	kribelbauer2019binding	paper_index/text/sha256-065307d82063746a.txt	paper_index/chunks/sha256-065307d82063746a.jsonl	semantic_scholar	2026-04-17T03:23:45.149290+00:00	
sha256-0d8b6903a758691a	article	pdf_backed	articles/TF-DNA_interactions/Noble 2011 bioinformatics - FIMO- scanning for occurrences of a given motif.pdf	0d8b6903a758691a5eec8a4aab39d0a77331966eac74ba554b93768615b92278	Noble 2011 bioinformatics - FIMO- scanning for occurrences of a given motif.pdf	FIMO- scanning for occurrences of a given motif	FIMO: scanning for occurrences of a given motif	Charles E. Grant, Timothy L. Bailey, William Stafford Noble	2011	Bioinformatics	10.1093/bioinformatics/btr064	7c303c889a395457d0af263760ad2bdd6da7959a	1.0	matched_via_doi	article	https://doi.org/10.1093/bioinformatics/btr064	grant2011motif	paper_index/text/sha256-0d8b6903a758691a.txt	paper_index/chunks/sha256-0d8b6903a758691a.jsonl	semantic_scholar	2026-04-17T03:23:46.169456+00:00	
sha256-06d91c247a336d3c	article	pdf_backed	articles/TF-DNA_interactions/Panchenko 2024 eLife - Detection of new pioneer transcription factors as cell-type-specific nucleosome binders.pdf	06d91c247a336d3cfcdbd7749a9050dd39a9f64281289d3ddc8bea9d60a04d26	Panchenko 2024 eLife - Detection of new pioneer transcription factors as cell-type-specific nucleosome binders.pdf	Detection of new pioneer transcription factors as cell type specific nucleosome binders	Detection of new pioneer transcription factors as cell-type-specific nucleosome binders	Yunhui Peng, Wei Song, Vladimir B. Teif, Ivan Ovcharenko, David Landsman, Anna R. Panchenko	2024	eLife	10.7554/eLife.88936	b606342c3c12bea2ed541e56a40738b878fb6af5	1.0	manual_verified	article	https://elifesciences.org/articles/88936	peng2024nucleosome	paper_index/text/sha256-06d91c247a336d3c.txt	paper_index/chunks/sha256-06d91c247a336d3c.jsonl	semantic_scholar	2026-04-17T05:18:15.348595+00:00	year_hint_mismatch:2024!=2023 | verified against eLife/PubMed article page; replaces preprint DOI guess
sha256-3a71a2ddab6ff54e	article	pdf_backed	articles/TF-DNA_interactions/Schaepe 2025 Cell - Thermodynamic principles link in vitro transcription factor affinities to single-molecule chromatin states in cells.pdf	3a71a2ddab6ff54e3385a7803801ee71278f3c56b844e6c134de05045a41f225	Schaepe 2025 Cell - Thermodynamic principles link in vitro transcription factor affinities to single-molecule chromatin states in cells.pdf	Thermodynamic principles link in vitro transcription factor affinities to single molecule chromatin states in cells	Thermodynamic principles link in vitro transcription factor affinities to single-molecule chromatin states in cells	Julia M. Schaepe, Torbjörn Fries, Benjamin R. Doughty, Vivekanandan Ramalingam, Betty B. Liu, Olivia J. Crocker, Georgi K. Marinov, Michaela M. Hinks, Emil Marklund, William J. Greenleaf	2026	Cell	10.1016/j.cell.2025.11.008	bd615442eb86124e61cab60fbfe0f571cb5d8646	1.0	matched_via_doi	article	https://doi.org/10.1016/j.cell.2025.11.008	schaepe2026chromatin	paper_index/text/sha256-3a71a2ddab6ff54e.txt	paper_index/chunks/sha256-3a71a2ddab6ff54e.jsonl	semantic_scholar	2026-04-17T05:18:16.550873+00:00	venue_hint_mismatch:cell!=biorxiv | crossref_year_hint_mismatch:2025!=2026
sha256-cc07aedfa4c566e7	article	pdf_backed	articles/TF-DNA_interactions/Taipale 2018 Nature - The interaction landscape between transcription factors and the nucleosome.pdf	cc07aedfa4c566e7c688a2816ce4bd73db22e4eb2a9966aaf270ed20fbd1b007	Taipale 2018 Nature - The interaction landscape between transcription factors and the nucleosome.pdf	The interaction landscape between transcription factors and the nucleosome	The interaction landscape between transcription factors and the nucleosome	Fangjie Zhu, Lucas Farnung, Eevi Kaasinen, Biswajyoti Sahu, Yimeng Yin, Bei Wei, Svetlana O. Dodonova, Kazuhiro R. Nitta, Ekaterina Morgunova, Minna Taipale, Patrick Cramer, Jussi Taipale	2018	Nature	10.1038/s41586-018-0549-5	23163f6ffa0a1069daa3a721653ad6fcfafaff46	1.0	matched_via_doi	article	https://doi.org/10.1038/s41586-018-0549-5	zhu2018interaction	paper_index/text/sha256-cc07aedfa4c566e7.txt	paper_index/chunks/sha256-cc07aedfa4c566e7.jsonl	semantic_scholar	2026-04-17T03:23:51.773913+00:00	year_hint_mismatch:2018!=2017
sha256-8e09fdfd27c71046	article	pdf_backed	articles/TF_condensation_and_gene_regulation/Brangwynne 2025 NatCommun - Chromatin heterogeneity modulates nuclear condensate dynamics and phase behavior.pdf	8e09fdfd27c71046e2074f99946afa27a73319ff323ac0280a546d75c779416a	Brangwynne 2025 NatCommun - Chromatin heterogeneity modulates nuclear condensate dynamics and phase behavior.pdf	Chromatin heterogeneity modulates nuclear condensate dynamics and phase behavior	Chromatin heterogeneity modulates nuclear condensate dynamics and phase behavior	Jing Xia, Jessica Z. Zhao, Amy R. Strom, Clifford P. Brangwynne	2025	Nature Communications	10.1038/s41467-025-60771-9	f4a2457e53528ae66a830a6351c5c1d97fb19777		matched_via_doi	article	https://doi.org/10.1038/s41467-025-60771-9	xia2025modulates	paper_index/text/sha256-8e09fdfd27c71046.txt	paper_index/chunks/sha256-8e09fdfd27c71046.jsonl	semantic_scholar	2026-04-20T03:02:29.457530+00:00	
sha256-26b2d3150ee03f07	article	pdf_backed	articles/TF_condensation_and_gene_regulation/Chen 2024 MolCell - FOXA1 forms biomolecular condensates that unpack condensed chromatin to function as a pioneer factor.pdf	26b2d3150ee03f07ff9d0a079260ae22e367609564116a38bf0d9002d82f7a6d	Chen 2024 MolCell - FOXA1 forms biomolecular condensates that unpack condensed chromatin to function as a pioneer factor.pdf	FOXA1 forms biomolecular condensates that unpack condensed chromatin to function as a pioneer factor	FOXA1 forms biomolecular condensates that unpack condensed chromatin to function as a pioneer factor	Dengyu Ji, Changrong Shao, Juan Yu, Yaoyao Hou, Xiao Gao, Yichuan Wu, Liang Wang, Ping Chen	2024	Molecular Cell	10.1016/j.molcel.2023.11.020	4c095f1edf18a7d02a54a13db0200a410b188d66	1.0	matched_via_doi	article	https://doi.org/10.1016/j.molcel.2023.11.020	ji2024forms	paper_index/text/sha256-26b2d3150ee03f07.txt	paper_index/chunks/sha256-26b2d3150ee03f07.jsonl	semantic_scholar	2026-04-17T03:23:55.923031+00:00	year_hint_mismatch:2024!=2023
sha256-18f8e66d21e93e5a	article	pdf_backed	articles/TF_condensation_and_gene_regulation/Chong 2024 MolCell - How transcription factor binding controls transcriptional bursting dynamics - A single-molecule view.pdf	18f8e66d21e93e5a670c5cd7075b8785a6e4df4b46cc55fac7fcb2c206aaf7e7	Chong 2024 MolCell - How transcription factor binding controls transcriptional bursting dynamics - A single-molecule view.pdf	A single molecule view	How transcription factor binding controls transcriptional bursting dynamics: A single-molecule view	Shasha Chong, Shawn Yoshida	2024	Molecular Cell	10.1016/j.molcel.2024.02.027	03c74609edcab66fbd20d2db1071b9a2986363b6	0.95	matched_via_doi	article	https://doi.org/10.1016/j.molcel.2024.02.027	chong2024view	paper_index/text/sha256-18f8e66d21e93e5a.txt	paper_index/chunks/sha256-18f8e66d21e93e5a.jsonl		2026-04-17T05:18:23.324547+00:00	Crossref HTTP 404: Not Found | year_hint_mismatch:2024!=2025 | venue_hint_mismatch:molecularcell!=naturecatalysis
sha256-0589cc104fdb196f	article	pdf_backed	articles/TF_condensation_and_gene_regulation/Cisse 2024 Cell - Direct observation of a condensate effect on super-enhancer controlled gene bursting.pdf	0589cc104fdb196f49c84ea681c143ad13dc89e44dee67fc304a4aa17ebe77ad	Cisse 2024 Cell - Direct observation of a condensate effect on super-enhancer controlled gene bursting.pdf	Direct observation of a condensate effect on super-enhancer controlled gene bursting	Direct observation of a condensate effect on super-enhancer controlled gene bursting	Manyu Du, Simon Hendrik Stitzinger, Jan-Hendrik Spille, Won-Ki Cho, Choongman Lee, Mohammed Hijaz, Andrea Quintana, Ibrahim I. Cissé	2024	Cell	10.1016/j.cell.2023.12.005	4020f8edb436f559b66db8a1f1458b4997025570	1.0	matched_via_doi	article	https://doi.org/10.1016/j.cell.2023.12.005	du2024enhancer	paper_index/text/sha256-0589cc104fdb196f.txt	paper_index/chunks/sha256-0589cc104fdb196f.jsonl	semantic_scholar	2026-04-17T03:24:00.436919+00:00	year_hint_mismatch:2024!=2023
sha256-2c5f5428beed644e	article	pdf_backed	articles/TF_condensation_and_gene_regulation/Egloff 2021 CellMolLifeSci - CDK9 keeps RNA polymerase II on track.pdf	2c5f5428beed644e2fe6b206de56b947639e518ddd8be31c73f54217a96e0d03	Egloff 2021 CellMolLifeSci - CDK9 keeps RNA polymerase II on track.pdf	CDK9 keeps RNA polymerase II on track	CDK9 keeps RNA polymerase II on track	Sylvain Egloff	2021	Cellular and Molecular Life Sciences	10.1007/s00018-021-03878-8	c6f4e5ce17b85de34748c4135e8bce1856f9a1aa	1.0	matched_via_doi	article	https://doi.org/10.1007/s00018-021-03878-8	egloff2021keeps	paper_index/text/sha256-2c5f5428beed644e.txt	paper_index/chunks/sha256-2c5f5428beed644e.jsonl	semantic_scholar	2026-04-17T03:24:02.558355+00:00	
sha256-7820bdae7085580a	article	pdf_backed	articles/TF_condensation_and_gene_regulation/Kim 2023 NAR - Molecular basis for SOX2-dependent regulation of super-enhancer activity - SI.pdf	7820bdae7085580a11f45782ba44d1b5da83312132dd866f43e386b1e65f223a	Kim 2023 NAR - Molecular basis for SOX2-dependent regulation of super-enhancer activity - SI.pdf	Molecular basis for SOX2-dependent regulation of super-enhancer activity	Molecular basis for SOX2-dependent regulation of super-enhancer activity	Wanki Yoo, Yi Wei Song, Jihyun Kim, Jihye Ahn, Jaehoon Kim, Yongdae Shin, Je-Kyung Ryu, Kyeong Kyu Kim	2023	Nucleic Acids Research		3b9b59ae58d115321fbc7ce7c7d46c1bdb0cfd63	1.0	matched_supplement	article	https://doi.org/10.1093/nar/gkad908	yoo2023dependent	paper_index/text/sha256-7820bdae7085580a.txt	paper_index/chunks/sha256-7820bdae7085580a.jsonl		2026-04-17T03:24:03.886774+00:00	
sha256-d41f57a293e0e79c	article	pdf_backed	articles/TF_condensation_and_gene_regulation/Kim 2023 NAR - Molecular basis for SOX2-dependent regulation of super-enhancer activity.pdf	d41f57a293e0e79cb48d741fe915112e931c37afee86945811f1c318046b9bf7	Kim 2023 NAR - Molecular basis for SOX2-dependent regulation of super-enhancer activity.pdf	Molecular basis for SOX2-dependent regulation of super-enhancer activity	Molecular basis for SOX2-dependent regulation of super-enhancer activity	Wanki Yoo, Yi Wei Song, Jihyun Kim, Jihye Ahn, Jaehoon Kim, Yongdae Shin, Je-Kyung Ryu, Kyeong Kyu Kim	2023	Nucleic Acids Research	10.1093/nar/gkad908	3b9b59ae58d115321fbc7ce7c7d46c1bdb0cfd63	1.0	matched_via_doi	article	https://doi.org/10.1093/nar/gkad908	yoo2023dependent	paper_index/text/sha256-d41f57a293e0e79c.txt	paper_index/chunks/sha256-d41f57a293e0e79c.jsonl	semantic_scholar	2026-04-17T03:24:04.636320+00:00	
sha256-af2ffd94868baf3a	article	pdf_backed	articles/TF_condensation_and_gene_regulation/Lin 2024 PNAS - Heterogeneous-elasticity-drives-ripening-and-controls-bursting-kinetics-of-transcriptional-condensates.pdf	af2ffd94868baf3afeb3d3a11071417fa11fb8476a4b9e36d8d052285a263d46	Lin 2024 PNAS - Heterogeneous-elasticity-drives-ripening-and-controls-bursting-kinetics-of-transcriptional-condensates.pdf	Heterogeneous elasticity drives ripening and controls bursting kinetics of transcriptional condensates	Heterogeneous elasticity drives ripening and controls bursting kinetics of transcriptional condensates	Ling-Shen Meng, Sheng Mao, Jie Lin	2024	Proceedings of the National Academy of Sciences of the United States of America	10.1073/pnas.2316610121	145e5df9ac6b8adf0014dfb5b85f68044c64cbeb	1.0	matched	article	https://www.semanticscholar.org/paper/145e5df9ac6b8adf0014dfb5b85f68044c64cbeb	meng2024condensates	paper_index/text/sha256-af2ffd94868baf3a.txt	paper_index/chunks/sha256-af2ffd94868baf3a.jsonl	semantic_scholar	2026-04-17T05:18:35.191281+00:00	
sha256-ab6835d4e5f92c8a	article	pdf_backed	articles/TF_condensation_and_gene_regulation/Narlikar 2021 MolCell - Is transcriptional regulation just going through a phase.pdf	ab6835d4e5f92c8a73150327b0ff754fbbd8ebd7aa1afa51dd8d4b2955b9ca51	Narlikar 2021 MolCell - Is transcriptional regulation just going through a phase.pdf	Is transcriptional regulation just going through a phase	Is transcriptional regulation just going through a phase?	G. Narlikar, Sua Myong, D. Larson, K. Maeshima, N. Francis, K. Rippe, Benjamin R. Sabari, L. Strader, R. Tjian	2021	Molecular Cell	10.1016/j.molcel.2021.03.046	12d536d6f6366e5b1d1c7cd27a87413f6a3f2634	1.0	matched	article	https://www.semanticscholar.org/paper/12d536d6f6366e5b1d1c7cd27a87413f6a3f2634	narlikar2021transcriptional	paper_index/text/sha256-ab6835d4e5f92c8a.txt	paper_index/chunks/sha256-ab6835d4e5f92c8a.jsonl	semantic_scholar	2026-04-17T03:24:07.090838+00:00	
sha256-ac5fa6aeee576674	article	pdf_backed	articles/TF_condensation_and_gene_regulation/Pownall 2023 Science - Chromatin expansion microscopy reveals nanoscale organization of transcription and chromatin.pdf	ac5fa6aeee57667478adfd2a675233f072f8339e194a51cc56721e9dfe80bc4d	Pownall 2023 Science - Chromatin expansion microscopy reveals nanoscale organization of transcription and chromatin.pdf	Chromatin expansion microscopy reveals nanoscale organization of transcription and chromatin	Chromatin expansion microscopy reveals nanoscale organization of transcription and chromatin	Mark E. Pownall, Liyun Miao, Charles E. Vejnar, Ons M’Saad, Alice Sherrard, M. Frederick, Maria D. J. Benitez, C. Boswell, K. Zaret, J. Bewersdorf, Antonio J. Giráldez	2023	Science	10.1126/science.ade5308	831fe4284af40bd01e232a4bf5254a8f47c58b9e	1.0	matched	article	https://www.semanticscholar.org/paper/831fe4284af40bd01e232a4bf5254a8f47c58b9e	pownall2023organization	paper_index/text/sha256-ac5fa6aeee576674.txt	paper_index/chunks/sha256-ac5fa6aeee576674.jsonl	semantic_scholar	2026-04-17T03:24:08.203595+00:00	
