paper_id	pdf_path	match_status	resolved_title	doi	year
sha256-94c89b714accfdbe	articles/genome_folding_phase_separation/Casellas - bioRxiv 2020 - Structure of the Mammalian Mediator.pdf	matched	Structure of the Mammalian Mediator	10.1101/2020.10.05.326918	2020
sha256-cd423bf4cb8a93ee	articles/neuroscience/Hopfield 1982 PNAS - neural-networks-and-physical-systems-with-emergent-collective-computational-abilities.pdf	matched	Neural networks and physical systems with emergent collective computational abilities.	10.1073/PNAS.79.8.2554	1982
sha256-8bdb0283cf13cdb4	articles/neuroscience/Seung 2003 Neuron - Learning in spiking neural networks by reinforcement of stochastic synaptic transmission.pdf	matched	Learning in spiking neural networks by reinforcement of stochastic synaptic transmission.	10.1016/S0896-6273(03)00761-X	2003
sha256-0ea950b230174c3f	articles/neuroscience/bi_1999_JNeurosci_synaptic_plasticity.pdf	not_found	Emerging Role of Astrocytes in Striatal Synaptic Plasticity	10.1523/JNEUROSCI.2481-20.2020	2021
sha256-97ca6ee95856334c	articles/neuroscience/masquelier_2007_PCB_learning_visual_features_through_STDP.pdf	matched	Unsupervised Learning of Visual Features through Spike Timing Dependent Plasticity	10.1371/journal.pcbi.0030031	2007
sha256-9f15c5270091927f	articles/neuroscience/shahaf_2001_JNeurosci_learning_in_networks_of_cortical_neurons.pdf	not_found	SapiAgent: A Bot Based on Deep Learning to Generate Human-Like Mouse Trajectories	10.1109/ACCESS.2021.3111098	2021
sha256-8ca8ba3c24b8bd49	articles/nucleosome_positioning/Eustermann - bioRxiv 2020 - Genome information processing by the INO80 chromatin remodeler positions nucleosomes.pdf	matched	Genome information processing by the INO80 chromatin remodeler positions nucleosomes	10.1038/s41467-021-23016-z	2020
sha256-da4ec45549d2d5fe	articles/nucleosome_positioning/Henikoff - Genome Biol - Precise genome-wide mapping of single nucleosomes and linkers in vivo.pdf	matched	Precise genome-wide mapping of single nucleosomes and linkers in vivo	10.1186/s13059-018-1398-0	2018
sha256-d226d4b6a1f29923	articles/nucleosome_positioning/Song 2017 bioRxiv - A unified computational framework for modeling genome-wide nucleosome landscape.pdf	matched	A unified computational framework for modeling genome-wide nucleosome landscape	10.1088/1478-3975/aadad2	2017
sha256-a10199c7fb683d10	articles/nucleosome_positioning/Widom - PNAS 2013 - Organization of spacer DNA in chromatin.pdf	matched	Organization of spacer DNA in chromatin.	10.1073/PNAS.76.12.6326	1979
sha256-665d91a79c75d089	articles/p53_aggregation/Brdar 2024 eLife - p53 isoforms have a high aggregation propensity.pdf	matched_via_doi	eLife Assessment: p53 isoforms have a high aggregation propensity, interact with chaperones and lack binding to p53 interaction partners	10.7554/elife.103537.1.sa2	2024
sha256-4613e021a7a01d01	articles/p53_aggregation/Das 2016 JPhysChemB -effect-of-mutation-on-an-aggregation-prone-segment-of-p53-from-monomer-to-dimer-to-multimer.pdf	matched	Effect of Mutation on an Aggregation-Prone Segment of p53: From Monomer to Dimer to Multimer.	10.1021/ACS.JPCB.6B07457	2016
sha256-ab7080f9a89eb042	articles/p53_aggregation/Fersht 2011 NAR - Single-Molecule characterization of oligomerization kinetics and equilibria of the tumor suppressor p53.pdf	matched_via_doi	Single-Molecule characterization of oligomerization kinetics and equilibria of the tumor suppressor p53	10.1093/nar/gkq800	2011
sha256-404b6b3d4fe59db9	articles/p53_aggregation/Forget 2013 PlosOne - p53_aggregation_plosone.pdf	matched_via_doi	p53 Aggregates Penetrate Cells and Induce the Co-Aggregation of Intracellular p53	10.1371/journal.pone.0069242	2013
sha256-7e31d2eefe61f8eb	articles/p53_aggregation/Ghosh 2014 Biochem -investigating-the-intrinsic-aggregation-potential-of-evolutionarily-conserved-segments-in-p53.pdf	matched	Investigating the intrinsic aggregation potential of evolutionarily conserved segments in p53.	10.1021/bi500825d	2014
sha256-8873acbe9543047b	articles/p53_aggregation/Kamagata 2020 SciRep - Liquid-like droplet formation by tumor suppressor p53 induced by multivalent electrostatic interactions between two disordered domains.pdf	matched	Liquid-like droplet formation by tumor suppressor p53 induced by multivalent electrostatic interactions between two disordered domains	10.1038/s41598-020-57521-w	2020
sha256-9665aed43e4f64b2	articles/p53_aggregation/Kwan 2023 COCB - Inhibition of p53 protein aggregation as a cancer treatment strategy.pdf	matched_via_doi	Inhibition of p53 protein aggregation as a cancer treatment strategy	10.1016/j.cbpa.2022.102230	2023
sha256-b934217ad446aed0	articles/p53_aggregation/Lei 2020 PCCP - Common cancer mutations R175H and R273H drive the p53 DNA-binding domain towards aggregation-prone conformations.pdf	matched	Common cancer mutations R175H and R273H drive the p53 DNA-binding domain towards aggregation-prone conformations.	10.1039/c9cp06671c	2020
sha256-5d529e51921e5cd1	articles/p53_aggregation/Lei 2021 PCCP - Molecular dynamics study on the inhibition mechanisms of ReACp53 peptide for p53–R175H mutant aggregation.pdf	matched	Molecular dynamics study on the inhibition mechanisms of ReACp53 peptide for p53-R175H mutant aggregation.	10.1039/d1cp03094a	2021
sha256-a48caf445a32f0a8	articles/p53_aggregation/Lemos 2020 iScience - Identification of Small Molecules that Modulate Mutant p53 Condensation.pdf	matched	Identification of Small Molecules that Modulate Mutant p53 Condensation	10.1016/j.isci.2020.101517	2020
sha256-278a53c466f96d65	articles/p53_aggregation/Luo 2022 IJBM - Phase separation of p53 induced by its unstructured basic region and prevented by oncogenic mutations in tetramerization domain.pdf	matched	Phase separation of p53 induced by its unstructured basic region and prevented by oncogenic mutations in tetramerization domain.	10.1016/j.ijbiomac.2022.09.087	2022
sha256-1c375e7f206a4d0d	articles/p53_aggregation/Silva 2014 Cell - Prion-like aggregation of mutant p53 in cancer.pdf	needs_manual_review	Prion-like aggregation of mutant p53 in cancer.	10.1016/j.tibs.2014.04.001	2014
sha256-be5ccd3baa4e5b5d	articles/p53_aggregation/Silva 2016 srep - Aggregation tendencies in the p53 family are modulated by backbone hydrogen bonds.pdf	matched	Aggregation tendencies in the p53 family are modulated by backbone hydrogen bonds	10.1038/srep32535	2016
sha256-98d493f3dd5df3be	articles/p53_aggregation/Silva 2021 ChemSci - Phase separation of p53 precedes aggregation and is affected by oncogenic mutations and ligands.pdf	matched	Phase separation of p53 precedes aggregation and is affected by oncogenic mutations and ligands	10.1039/D1SC01739J	2021
sha256-3e8be182f7d76687	articles/p53_aggregation/Soragni 2016 CancerCell - A Designed Inhibitor of p53 Aggregation Rescues p53 Tumor Suppression in Ovarian Carcinomas.pdf	matched	A Designed Inhibitor of p53 Aggregation Rescues p53 Tumor Suppression in Ovarian Carcinomas.	10.1016/j.ccell.2015.12.002	2016
sha256-50140a8a0cb01529	articles/p53_aggregation/Vekilov 2019 iScience - Anomalous Dense Liquid Condensates Host the Nucleation of Tumor Suppressor p53 Fibrils.pdf	matched	Anomalous Dense Liquid Condensates Host the Nucleation of Tumor Suppressor p53 Fibrils	10.1016/j.isci.2019.01.027	2019
sha256-5ed77582d9a473e6	articles/p53_aggregation/Vekilov 2021 PNAS - mesoscopic-protein-rich-clusters-host-the-nucleation-of-mutant-p53-amyloid-fibrils.pdf	matched	Mesoscopic protein-rich clusters host the nucleation of mutant p53 amyloid fibrils	10.1073/pnas.2015618118	2021
sha256-eabe48b38ae7610a	articles/p53_aggregation/Wilcken 2012 PNAS -kinetic-mechanism-of-p53-oncogenic-mutant-aggregation-and-its-inhibition.pdf	matched	Kinetic mechanism of p53 oncogenic mutant aggregation and its inhibition	10.1073/pnas.1211550109	2012
sha256-3d60b9d4f3458982	articles/p53_aggregation/Zhang 2021 fcell - Emerging Roles of Liquid–Liquid Phase Separation in Cancer.pdf	matched	Emerging Roles of Liquid–Liquid Phase Separation in Cancer: From Protein Aggregation to Immune-Associated Signaling	10.3389/fcell.2021.631486	2021
sha256-b3ac0615b0a36f5a	articles/p53_general/2015 Prives p53 C Terminus Controls Site-Specific DNA Binding.pdf	matched_via_doi	The p53 C Terminus Controls Site-Specific DNA Binding and Promotes Structural Changes within the Central DNA Binding Domain	10.1016/j.molcel.2015.02.015	2015
sha256-28c17db1bc4053cf	articles/p53_general/2020 REVIEW Lozano p53 tetramerization- at the center of the dominant-negative effect of mutant p53.pdf	matched	p53 tetramerization: at the center of the dominant-negative effect of mutant p53	10.1101/gad.340976.120	2020
sha256-ee1a38320a378b27	articles/p53_general/Allostery - Papaleo 2020 - Investigating Conformational Dynamics and Allostery in the p53 DNA-Binding Domain Using Molecular Simulations.pdf	matched	Investigating Conformational Dynamics and Allostery in the p53 DNA-Binding Domain Using Molecular Simulations.	10.1007/978-1-0716-1154-8_13	2020
sha256-2f254a80d793cb20	articles/p53_general/Best 2021 JPCB - A Data-driven Hydrophobicity Scale for Predicting Liquid-Liquid Phase Separation of Proteins - SI.pdf	matched	A Data-Driven Hydrophobicity Scale for Predicting Liquid-Liquid Phase Separation of Proteins.	10.1021/acs.jpcb.0c11479	2021
sha256-70f2c03458de99a9	articles/p53_general/Ebert 2019 Science - A dominant-negative effect drives selection of TP53 missense mutations in myeloid malignancies.pdf	matched	A dominant-negative effect drives selection of TP53 missense mutations in myeloid malignancies	10.1126/science.aax3649	2019
sha256-6921dc32f9a2a303	articles/p53_general/Fersht 2007 PNAS - Four-domains-of-p300-each-bind-tightly-to-a-sequence-spanning-both-transactivation-subdomains-of-p53.pdf	matched	Four domains of p300 each bind tightly to a sequence spanning both transactivation subdomains of p53	10.1073/pnas.0702010104	2007
sha256-a9e6bdbf2b10d218	articles/p53_general/Fersht 2007 PNAS - Quaternary-structures-of-tumor-suppressor-p53-and-a-specific-p53-dna-complex.pdf	matched	Quaternary structures of tumor suppressor p53 and a specific p53–DNA complex	10.1073/pnas.0705069104	2007
sha256-97dbd2cc6ae220fb	articles/p53_general/Fersht 2008 PNAS - Structure of tumor suppressor p53 and its intrinsicallydisordered N-terminal transactivation domain.pdf	matched	Structure of tumor suppressor p53 and its intrinsically disordered N-terminal transactivation domain	10.1073/pnas.0801353105	2008
sha256-76faee48cd18ec38	articles/p53_general/Kamagata 2023 NAR - Single-molecule characterization of target search dynamics of DNA-binding proteins in DNA-condensed droplets.pdf	matched	Single-molecule characterization of target search dynamics of DNA-binding proteins in DNA-condensed droplets	10.1093/nar/gkad471	2023
sha256-2e0ae8e7bbb1c6ba	articles/p53_general/Oren 2024 Cell - p53- A tale of complexity and context.pdf	matched	p53: A tale of complexity and context.	10.1016/j.cell.2024.02.043	2024
sha256-f836af38f6178bba	articles/p53_general/Saha 2015 - Structural and sequential context of p53 - review.pdf	matched_via_doi	Structural and sequential context of p53: A review of experimental and theoretical evidence	10.1016/j.pbiomolbio.2014.12.002	2015
sha256-08ca2bfe793bba78	articles/p53_general/Skepo 2024 JCTC - exploring-the-role-of-globular-domain-locations-on-an-intrinsically-disordered-region-of-p53-a.pdf	matched_via_doi	Exploring the Role of Globular Domain Locations on an Intrinsically Disordered Region of p53: A Molecular Dynamics Investigation	10.1021/acs.jctc.3c00971	2024
sha256-ab974965fd1b8672	articles/p53_general/Strasser 2024 Cancer Discov - Loss-of-Function but Not Gain-of-Function Properties of Mutant TP53 Are Critical for the Proliferation, Survival, and Metastasis of a Broad Range of Cancer Cells.pdf	matched_via_doi	Loss-of-Function but Not Gain-of-Function Properties of Mutant TP53 Are Critical for the Proliferation, Survival, and Metastasis of a Broad Range of Cancer Cells	10.1158/2159-8290.cd-23-0402	2024
sha256-e8920efc94b873d0	articles/p53_general/Terakawa 2015 Srep - p53 dynamics upon response element recognition explored by molecular simulations.pdf	matched	p53 dynamics upon response element recognition explored by molecular simulations	10.1038/srep17107	2015
sha256-92b34aaa097f6f30	articles/p53_isoforms/Candeias 2016 EMBOrep - Cancer-specific mutations in p53 induce the translation of delta160p53 promoting tumorigenesis.pdf	matched	Cancer‐specific mutations in p53 induce the translation of Δ160p53 promoting tumorigenesis	10.15252/embr.201541956	2016
sha256-7719ecc9d77af6f7	articles/p53_isoforms/Candeias 2023 biorxiv - Internal Translation of p53 Oncoproteins During Integrated Stress Response Confers Survival Advantage on Cancer Cells.pdf	matched	Internal Translation of p53 Oncoproteins During Integrated Stress Response Confers Survival Advantage on Cancer Cells	10.1101/2023.03.03.531004	2023
sha256-a9cf39b34aed6214	articles/p53_isoforms/Lane 2005 GenesDev - p53 isoforms can regulate p53 transcriptional activity.pdf	matched	p53 isoforms can regulate p53 transcriptional activity.	10.1101/GAD.1339905	2005
sha256-fd430fe39fd7a074	articles/p53_isoforms/Roux 2016 eLife - TP53 drives invasion through expression of its delta133p53beta variant.pdf	matched	TP53 drives invasion through expression of its Δ133p53β variant	10.7554/eLife.14734	2016
sha256-6efec84b82d8813f	articles/p53_isoforms/Vieler 2018 cancers - p53 Isoforms and Their Implications in Cancer.pdf	matched	p53 Isoforms and Their Implications in Cancer	10.3390/cancers10090288	2018
sha256-10e7ce7e6b607552	articles/p53_isoforms/khoury-bourdon-2011-p53-isoforms-an-intracellular-microprocessor.pdf	matched	p53 Isoforms: An Intracellular Microprocessor?	10.1177/1947601911408893	2011
sha256-518889793c3c6700	articles/p53_stability/2007 review - Structure-function-rescue - the diverse nature of common p53 cancer mutants.pdf	matched	Structure–function–rescue: the diverse nature of common p53 cancer mutants	10.1038/sj.onc.1210291	2007
sha256-936448ea53b47e2f	articles/p53_stability/2014 review - Pathological Unfoldomics of Uncontrolled Chaos.pdf	matched	Pathological unfoldomics of uncontrolled chaos: intrinsically disordered proteins and human diseases.	10.1021/cr400713r	2014
sha256-145d278e266511de	articles/p53_stability/Brandt 2012 - PlosONE - Stability of p53 Homologs.pdf	matched	Stability of p53 Homologs	10.1371/journal.pone.0047889	2012
sha256-f7dcd7a68625b64f	articles/p53_stability/Bullock 1997 PNAS - thermodynamic-stability-of-wild-type-and-mutant-p53-core-domain.pdf	matched	Thermodynamic stability of wild-type and mutant p53 core domain.	10.1073/PNAS.94.26.14338	1997
sha256-7866289aa7b53eb7	articles/p53_stability/Bullock 2000 Oncogene - Quantitative analysis of residual folding and DNA binding in mutant p53 core domain.pdf	matched	Quantitative analysis of residual folding and DNA binding in mutant p53 core domain: definition of mutant states for rescue in cancer therapy	10.1038/sj.onc.1203434	2000
sha256-eca745aebf9f2833	articles/p53_stability/Khoo 2009 JMB - Adaptive Evolution of p53 Thermodynamic Stability.pdf	matched	Adaptive evolution of p53 thermodynamic stability.	10.1016/j.jmb.2009.08.013	2009
sha256-22808a680664a681	articles/p53_stability/Lei 2016 PCCP - Self-aggregation and coaggregation of the p53 core fragment with its aggregation gatekeeper variant.pdf	matched	Self-aggregation and coaggregation of the p53 core fragment with its aggregation gatekeeper variant.	10.1039/c5cp06538k	2016
sha256-7727ab5c1e318301	articles/p53_stability/Lei 2019 FASEB - Conformational stability and dynamics of the cancer-associated p53 isoforms.pdf	matched_via_doi	Conformational stability and dynamics of the cancer‐associated isoform Δ133p53β are modulated by p53 peptides and p53‐specific DNA	10.1096/fj.201801973r	2019
sha256-b5fb665bdfa5146f	articles/p53_stability/Osterburg 2023 CDD - Disease-related p63 DBD mutations impair DNA binding by distinct mechanisms and varying degree.pdf	matched	Disease-related p63 DBD mutations impair DNA binding by distinct mechanisms and varying degree	10.1038/s41419-023-05796-y	2023
sha256-2e0de49d5c35a326	articles/p53_stability/Pagano 2013 PlosONE - Structure and Stability Insights into Tumour Suppressor p53 Evolutionary Related Proteins.pdf	matched	Structure and Stability Insights into Tumour Suppressor p53 Evolutionary Related Proteins	10.1371/journal.pone.0076014	2013
sha256-61aad9f295fba67a	articles/protein_aggregation/1-s2.0-S0022283610008648-main.pdf	matched_via_doi	Proteome-Level Interplay between Folding and Aggregation Propensities of Proteins	10.1016/j.jmb.2010.08.013	2010
sha256-8ababd633bb514ee	articles/protein_aggregation/Grolmusz 2021 biomolecules - The Budapest Amyloid Predictor and Its Applications.pdf	matched_via_doi	The Budapest Amyloid Predictor and Its Applications	10.3390/biom11040500	2021
sha256-446da105e0846d0b	articles/protein_aggregation/Kinjo 2002 PRE - Effects of macromolecular crowding on protein folding and aggregation studied by density functional theory - Dynamics.pdf	matched_via_doi	Effects of macromolecular crowding on protein folding and aggregation studied by density functional theory: Dynamics	10.1103/physreve.66.051902	2002
sha256-14d11e832be31c22	articles/protein_aggregation/Kinjo 2002 PRE - Effects of macromolecular crowding on protein folding and aggregation studied by density functional theory - Statics.pdf	matched_via_doi	Effects of macromolecular crowding on protein folding and aggregation studied by density functional theory: Statics	10.1103/physreve.66.031911	2002
sha256-adbe2d445b03472a	articles/protein_aggregation/Kinjo 2003 BiophysJ - Competition between Protein Folding and Aggregation with Molecular Chaperones in Crowded Solutions - Insight from Mesoscopic Simulations.pdf	matched	Competition between protein folding and aggregation with molecular chaperones in crowded solutions: insight from mesoscopic simulations.	10.1016/S0006-3495(03)74772-9	2003
sha256-10b07b14aef3f4ba	articles/protein_aggregation/Lubchenko 2010 JPCB - Origin of Anomalous Mesoscopic Phases in Protein Solutions.pdf	matched	Origin of anomalous mesoscopic phases in protein solutions.	10.1021/jp100617w	2010
sha256-7c87c77e96b4abb9	articles/protein_aggregation/Lubchenko 2019 NatCommun - A mechanism for reversible mesoscopic aggregation in liquid solutions.pdf	matched_via_doi	A mechanism for reversible mesoscopic aggregation in liquid solutions	10.1038/s41467-019-10270-5	2019
sha256-916ce1668af71dff	articles/protein_aggregation/Minton 1998 MethEnzym - Molecular Crowding.pdf	not_found	Liver and Hepatocyte Xenotransplantation∗∗Work in the authors’ laboratories is supported by grants from the National Institutes of Health.	10.1016/B978-1-4557-0268-8.00103-2	2015
sha256-5771e64bcea0769c	articles/protein_aggregation/Thirumalai 2003 COSB - merging ideas on the molecular basis of protein and peptide aggregation.pdf	matched_via_doi	Emerging ideas on the molecular basis of protein and peptide aggregation	10.1016/s0959-440x(03)00032-0	2003
sha256-d0154acc4dc8d8c3	articles/protein_aggregation/hsu-prausnitz-2002-thermodynamics-of-polymer-compatibility-in-ternary-systems.pdf	needs_manual_review	Thermodynamics of Polymer Compatibility in Ternary Systems	10.1021/MA60039A012	1974
sha256-01b1c6bb79c47231	articles/protein_folding_and_design/Baker 1997 - Assembly of protein tertiary structures from fragments with similar local sequences using simulated annealing and Bayesian scoring functions.pdf	matched	Assembly of protein tertiary structures from fragments with similar local sequences using simulated annealing and Bayesian scoring functions.	10.1006/JMBI.1997.0959	1997
sha256-39ef2827d8f18342	articles/protein_folding_and_design/Baker 2000 Nature - A surprising simplicity to protein folding.pdf	matched	A surprising simplicity to protein folding	10.1038/35011000	2000
sha256-1a866afccf034336	articles/protein_folding_and_design/Baker 2003 Science - Design of a Novel Globular Protein Fold with Atomic-Level Accuracy.pdf	matched	Design of a Novel Globular Protein Fold with Atomic-Level Accuracy	10.1126/SCIENCE.1089427	2003
sha256-46c46f75715102f3	articles/protein_folding_and_design/Baker 2004 - Protein structure prediction using Rosetta.pdf	matched	Protein Structure Prediction Using Rosetta	10.1016/S0076-6879(04)83004-0	2004
sha256-1096f2fc8b1a4907	articles/protein_folding_and_design/Baker 2008 Science - De novo computational design of retro-aldol enzymes.pdf	matched	De Novo Computational Design of Retro-Aldol Enzymes	10.1126/science.1152692	2008
sha256-75b1e17779ca1f43	articles/protein_folding_and_design/Baker 2011 Science - Computational Design of Proteins Targeting the Conserved Stem Region of Influenza Hemagglutinin.pdf	matched	Computational Design of Proteins Targeting the Conserved Stem Region of Influenza Hemagglutinin	10.1126/science.1202617	2011
sha256-89481cef7373f8f0	articles/protein_folding_and_design/Baker 2012 Nature - Principles for designing ideal protein structures.pdf	matched	Principles for designing ideal protein structures	10.1038/nature11600	2012
sha256-db8d4aef637e2a80	articles/protein_folding_and_design/Baker 2016 NatChemBiol - De novo design of a four-fold symmetric TIM-barrel protein with atomic-level accuracy.pdf	matched_via_doi	De novo design of a four-fold symmetric TIM-barrel protein with atomic-level accuracy	10.1038/nchembio.1966	2016
sha256-385fab81847507f6	articles/protein_folding_and_design/Baker 2019 Cell - Induction of Potent Neutralizing Antibody Responses by a Designed Protein Nanoparticle Vaccine for Respiratory Syncytial Virus.pdf	matched	Induction of Potent Neutralizing Antibody Responses by a Designed Protein Nanoparticle Vaccine for Respiratory Syncytial Virus	10.1016/j.cell.2019.01.046	2019
sha256-2b2b3a53d711d09f	articles/protein_folding_and_design/Baker 2019 Nature - De novo design of potent and selective mimics of IL-2 and IL-15.pdf	matched	De novo design of potent and selective mimics of IL-2 and IL-15	10.1038/s41586-018-0830-7	2019
sha256-3dc5f3355d9a3e96	articles/protein_folding_and_design/Baker 2025 NatMethods - Atom-level enzyme active site scaffolding using RFdiffusion2.pdf	matched	Atom-level enzyme active site scaffolding using RFdiffusion2	10.1038/s41592-025-02975-x	2025
sha256-aefce89fdfba50d6	articles/protein_folding_and_design/Chothia 1980 - How different amino acid sequences determine similar protein structures - The structure and evolutionary dynamics of the globins.pdf	matched	How different amino acid sequences determine similar protein structures: the structure and evolutionary dynamics of the globins.	10.1016/0022-2836(80)90373-3	1980
sha256-b5b046aed0b4e4df	articles/protein_folding_and_design/Chothia 1984 - The principles that determine the structure of proteins.pdf	needs_manual_review	Hydrogen Bonds	10.3390/molecules28041616	2023
sha256-e6a65d1be18964b8	articles/protein_folding_and_design/Chothia 1994 - Principles Determining the Structure of Beta-Sheet Barrels in Proteins I.pdf	matched	Principles determining the structure of beta-sheet barrels in proteins. I. A theoretical analysis.	10.1016/0022-2836(94)90064-7	1994
sha256-8c7d910aac9b88c4	articles/protein_folding_and_design/Chothia 1994 - Principles Determining the Structure of Beta-Sheet Barrels in Proteins II.pdf	matched	Principles determining the structure of beta-sheet barrels in proteins. II. The observed structures.	10.1016/0022-2836(94)90065-5	1994
sha256-702deb45948766f0	articles/protein_folding_and_design/Cooper 2017 Biochem Molecular Bio Educ - Creating 3D physical models to probe student understanding of macromolecular structure.pdf	matched	Creating 3D physical models to probe student understanding of macromolecular structure	10.1002/bmb.21076	2017
sha256-3e823b9da01b5195	articles/protein_folding_and_design/FASEB - 1995 - Reardon - The structure and evolution of alpha-beta barrel proteins.pdf	not_found	The structure and evolution o a/3 barrel proteins		2020
sha256-ae1d526e06627495	articles/protein_folding_and_design/Hanukoglu 2015 - Rossmann fold  A beta‐alpha‐beta fold at dinucleotide binding.pdf	matched	Multimedia in Biochemistry and Molecular Biology Education		2015
sha256-7ac06c6ceac261fc	articles/protein_folding_and_design/Hunter 2009 NAR - InterPro the integrative protein signature database.pdf	matched_via_doi	InterPro: the integrative protein signature database	10.1093/nar/gkn785	2009
sha256-fa9e7489127906a7	articles/protein_folding_and_design/Koga 2023 NSMB - Exploration of novel alpha-beta-protein folds through de novo design.pdf	matched_via_doi	Exploration of novel αβ-protein folds through de novo design	10.1038/s41594-023-01029-0	2023
sha256-4e5d326decc2cf0c	articles/protein_folding_and_design/Levitt - On the universe of protein folds.pdf	matched	On the universe of protein folds.	10.1146/annurev-biophys-083012-130432	2013
sha256-4e24b8e334cacb9c	articles/protein_folding_and_design/Levitt 2015 - The language of the protein universe.pdf	matched	The language of the protein universe.	10.1016/j.gde.2015.08.010	2015
sha256-9c91bc62f64087d6	articles/protein_folding_and_design/Levitt 2018 - Unique function words characterize genomic proteins.pdf	matched	Unique function words characterize genomic proteins	10.1073/pnas.1801182115	2018
sha256-697c7f581e30731b	articles/protein_folding_and_design/Listgarten 2026 Science - How artificial intelligence isreengineering protein engineering.pdf	matched	How artificial intelligence is reengineering protein engineering	10.1126/science.aec8444	2026
sha256-a062da666ccf7c71	articles/protein_folding_and_design/Medvedev 2021 JMolBiol - A Fifth of the Protein World - Rossmann-like Proteins as an Evolutionarily Successful Structural unit.pdf	matched_via_doi	A Fifth of the Protein World: Rossmann-like Proteins as an Evolutionarily Successful Structural unit	10.1016/j.jmb.2020.166788	2021
sha256-431c498a0d06775b	articles/protein_folding_and_design/Protein Supersecondary Structures.pdf	matched	Protein Supersecondary Structures	10.1007/978-1-4939-9161-7	2019
sha256-332a373258fe5b7e	articles/protein_folding_and_design/Rose 1988 Science - Helix Signals in Proteins.pdf	matched	Helix signals in proteins.	10.1126/SCIENCE.2837824	1988
sha256-72bf99e4f10a935d	articles/protein_folding_and_design/Rose 2006 PNAS - a-backbone-based-theory-of-protein-folding.pdf	matched	A backbone-based theory of protein folding	10.1073/pnas.0606843103	2006
sha256-f5b718491c976254	articles/protein_folding_and_design/Searls 2002 - The language of genes.pdf	matched	The language of genes	10.1038/nature01255	2002
sha256-e96b56af7638261e	articles/protein_folding_and_design/Starner 2015 - Ancestral protein reconstruction - techniques and applications.pdf	matched_via_doi	Ancestral protein reconstruction: techniques and applications	10.1515/hsz-2015-0158	2016
sha256-1a33b59a46a6da54	articles/protein_stability_mutagenesis/1-s2.0-S0959440X2200197X-main.pdf	matched_via_doi	Using machine learning to predict the effects and consequences of mutations in proteins	10.1016/j.sbi.2022.102518	2023
sha256-633286521d677cf9	articles/protein_stability_mutagenesis/1-s2.0-S2211124721017113-main.pdf	matched_via_doi	Predicting and interpreting large-scale mutagenesis data using analyses of protein stability and conservation	10.1016/j.celrep.2021.110207	2022
sha256-ba4627dc219b2f6f	articles/protein_stability_mutagenesis/Dieckhaus 2024 PNAS - transfer-learning-to-leverage-larger-datasets-for-improved-prediction-of-protein-stability-changes.pdf	needs_manual_review	Transfer learning to leverage larger datasets for improved prediction of protein stability changes	10.1101/2023.07.27.550881	2023
sha256-8ab50ed00b7d4108	articles/protein_stability_mutagenesis/Protein Science - 2022 - Sora.pdf	matched_via_doi	"<scp>RosettaDDGPrediction</scp>
                    for high‐throughput mutational scans: From stability to binding"	10.1002/pro.4527	2023
sha256-e7533743a86c2549	articles/protein_stability_mutagenesis/elife-82593-v2.pdf	matched	Rapid protein stability prediction using deep learning representations	10.1101/2022.07.14.500157	2023
sha256-fdd02160518c9229	articles/self-assembly/tezcan_2021_ChemRev_protein_assembly_design_review.pdf	needs_manual_review	261st American Chemical Society (ACS) National Meeting & Exposition. Virtual - April 5-16, 2021	10.1358/dof.2021.46.6.3310145	2021
sha256-b70cad2792835ec5	articles/soft_matter_theory/degennes_1985_RevModPhys_wetting.pdf	not_found	Fundamentals and Applications of Surface Wetting.	10.1021/acs.langmuir.3c03339	2024
sha256-aa5720607a9eaada	articles/soft_matter_theory/fisher_1982_PRL_wetting_landau.pdf	not_found	Evolution of nonconformal Landau-Levich-Bretherton films of partially wetting liquids	10.1103/PHYSREVFLUIDS.3.014203	2018
sha256-cda1ada88d139261	articles/soft_matter_theory/saam_1977_PRL_prewetting_dft.pdf	not_found	On Necessary and Sufficient Conditions for Local Controllability Along a Reference Trajectory	10.1007/978-94-010-2675-8_7	1973
